Dato ;Region ;Kommune ;Dødsfall ;Alvorsgrad ;Involverte ;Aktivitet ;Faregrad ;Skredproblem 1 ;Skredtype 1 ;Svaktlag 1 ;Skredproblem 2 ;Skredtype 2 ;Svaktlag 2 ;Skredproblem 3 ;Skredtype 3 ;Svaktlag 3 ;Kommentar ;regObs
2016-02-25 ;Voss ;Kvam ;0 ;Personer skadet ;2 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;2 skiløpere, den ene tatt og totalt begravd, men med en hånd over snøoverflaten. Bruddskader i ben. ;83075
2016-02-20 ;Sogn ;Sogndal ;0 ;Nestenulykke ;3 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Dypt vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ;Tre skiløpere, der førstemann utløste skredet. Ingen ble tatt. ;82190
2016-02-20 ;Jotunheimen ;Vågå ;0 ;Nestenulykke ;2 ;Ski offpist ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;To skiløpere. Da de stoppet opp løste de ut et skred, en ble tatt med. Ingen skader. ;82293
2016-02-16 ;Tromsø ;Tromsø ;0 ;Nestenulykke ;2 ;Bil ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Bil kjørte inn i skredet som allerede hadde gått. ;81512
2016-02-13 ;Lyngsalpan ;Lyngen ;0 ; ;3 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;Et turfølge på tre stk, en av de tatt av skredet. Gikk bra. ;81063, 81163
2016-02-13 ; ;Ringsaker ;0 ; ;1 ;Ski offpist ; ; ; ; ; ; ; ; ; ; ;En skiløper tatt av skred, kom seg ut på egen hånd. ;81126
2016-02-13 ; ;Ringebu ;0 ; ;2 ;Ski offpist ; ; ; ; ; ; ; ; ; ; ;Personer skadet (delvis tatt av snøskred?) i forbindelse med kontroll av skiområde ;81026
2016-02-11 ;Lofoten ;Vågan ;0 ;Nestenulykke ;1 ;Bil ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Bil kjørte rett inn i et snøskred. ;79671
2016-02-07 ; ;Hammerfest ;0 ; ;3 ;Fots ; ; ; ; ; ; ; ; ; ; ;Tre barn tatt av skred mot lekeområde bak boligblokk, alle overlevde. ;79165
2016-01-31 ; ;Vågå ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;To skiløpere, en tatt og helt begravd. Funnet med SM og grav fram bevisstløs etter 15 min. ;78213
2016-01-30 ; ;Trysil ;0 ; ;2 ;Ski offpist ; ; ; ; ; ; ; ; ; ; ;Nestenulykke. 3 stk på skitur. 2 stk ble tatt av skredet, men ikke begravd. ;77851
2016-01-24 ;Balsfjord ;Balsfjord ;0 ;Påvirket ingenting ;3 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Alle tre ble tatt av skredet, ingen ble totalt begravet og ingen ble skadet. ;76908
2016-01-17 ;Røldal ;Odda ;0 ;Personer skadet ;5 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ; ; ; ;5 stk på tur, tre skadet. Ingen fullstendig begravet. De skredtatte fikk alle moderate bruddskader. ;75827
2016-01-09 ;Kåfjord ;Nordreisa ;0 ;Nestenulykke ;2 ;Bil ;3 ;Nysnøflak ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø under skarelag ; ; ; ;To biler tatt. Ingen personskader ;73875, 73794
2016-01-03 ;Sogn ;Vang ;0 ;Påvirket ingenting ;1 ;Ski offpist ;2 ;Fokksnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Mann alene på ski nært anlegget, løste ut skred i fokksnø. Ingen skader. ;73236
2016-01-03 ;Røldal ;Odda ;0 ;Personer skadet ;2 ;Ski offpist ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;To stk på ski ned ei renne, en ble tatt og skadet kneet. ;72984
2015-12-19 ;Nordenskioldland ;Longyearbyen ;2 ; ;21 ;Hus ; ; ; ; ; ; ; ; ; ; ;Skred traff 10 hus fra 1976 under Sukkertoppen, 2 døde, 6 skadde. 21 mennesker var inni husene da skredet kom. Etter hendelsen ble 158 mennesker evakuert. ;71387
2015-11-15 ;Jotunheimen ;Vågå ;0 ; ;2 ;Ski ; ; ; ; ; ; ; ; ; ; ;Tre på tur opp, en utløste skredet. To tatt. en helt og en delvis begravd. Kameratreddet på 15 min. ;67257, 67320, 67407
2015-06-27 ;Trollheimen ;Sunndal ;0 ; ;3 ;Ski ; ; ; ; ; ; ; ; ; ; ;Tre på tur, en utløste skred. Ingen skade, men to hentet med helikopter. ;65478
2015-06-13 ;Sogn ;Luster ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløper utløste skred høyt i heng over fleire skiløparar lengre nede. Antall ukjent. ;65362
2015-05-31 ;Lofoten ;Moskenes ;2 ;Personer omkommet ;2 ;Fots ;1 ;Våt snø ;Våte løssnøskred  ;Regn / temperaturstigning / soloppvarming  ; ; ; ; ; ; ;Par tatt i skred. Begge døde. ;65479
2015-05-31 ;Rauland ;Tinn ;0 ;Ikke spesifisert ;10 ;Ski ;2 ;Våt snø ;Våte løssnøskred  ;Regn / temperaturstigning / soloppvarming  ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;Ti personer i området da skredet gikk, uskadd. ;65480
2015-05-30 ;Sunnmøre ;Sunnmøre ;0 ;Nestenulykke ;5 ;Ski ;2 ;Våt snø ;Våte løssnøskred  ;Regn / temperaturstigning / soloppvarming  ; ; ; ; ; ; ;Fem på tur, utløste et skred. En tatt, uskadd. ;64371
2015-05-29 ;Sogn ;Sogn ;0 ;Nestenulykke ;1 ;Ski ;2 ;Våt snø ;Våte løssnøskred  ;Regn / temperaturstigning / soloppvarming  ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;En tatt med i et skred, men kjørte ut av det uskadd. ;64313
2015-05-28 ;Nordfjord ;Sogn ;0 ; ;1 ;Snøbrett ; ; ; ; ; ; ; ; ; ; ;En brettkjøre utløyste to skred uten å havne i skredmassene, ;64249
2015-05-18 ; ;Ørstad ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-05-18 ; ;Ørstad ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-05-16 ; ;Lyngen ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;En skiløper utløste flakskred i fokksnø, uskadd. Antall ukjent. ;
2015-04-21 ;Jotunheimen ;Vågå ;1 ;Personer omkommet ;1 ;Ski ;2 ;Våt snø ;Våte løssnøskred  ;Regn / temperaturstigning / soloppvarming  ;Våt snø ;Våte flakskred ;Regn / temperaturstigning / soloppvarming  ; ; ; ;En skikjører utløste skavlbrudd til fots. Alene på tur. Døde fra langt fall. ;60656
2015-04-06 ; ;Bardu ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;En tatt av skred. Begravd, men funnet i live etter flere timer. Alene på tur. ;59008
2015-04-04 ; ;Volda ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-04-04 ; ;Rauma ;0 ; ;5 ;Ski ; ; ; ; ; ; ; ; ; ; ;Fem på tur fjernutløst stort skred, ingen tatt. 13 hentet ned fra fjellet med helikopter. ;
2015-04-04 ;Romsdal ;Rauma ;0 ; ;1 ;Ski ;3 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ; ; ; ;En skiløper utløste skred. Antall ukjent. ;58866
2015-04-03 ; ;Oppdal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-04-03 ;Sunnmøre ;Ørstad ;0 ;Ikke spesifisert ;1 ;Ski ;3 ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;Skred utløst, ingen skadet. Antall ukjent. ;58862
2015-04-03 ;Hemsedalfjella ;Lærdal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;En utløste skred, men kom fra det uskadd. Antall ukjent. ;58739
2015-04-03 ;Tamokdalen ;Balsfjord ;0 ; ;2 ;Ski ;1 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;To tatt i skred. Ført oppå snøen over 100m, men ingen skader/begravd. ;58726
2015-04-03 ; ;Sunndal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-04-02 ;Svartisen ;Beiarn ;0 ;Ikke spesifisert ;1 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Detaljer og antall ukjent. ;58612
2015-03-26 ;Lofoten ;Vågan ;0 ;Nestenulykke ;2 ;Ski ;3 ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Våt snø ;Våte løssnøskred  ;Regn / temperaturstigning / soloppvarming  ; ; ; ;To på vei opp tatt i skred, en på overflata og en devis begravd. Gravd frem av kamerat. ;57761, 57932, 57815
2015-03-24 ;Sunnmøre ;Ørstad ;0 ;Nestenulykke ;3 ;Ski ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;Tre på vei opp utløser skred, ingen tatt. ;57575
2015-03-22 ;Jotunheimen ;Luster ;0 ;Påvirket ingenting ;8 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ;Åtte på tur fjernutløser skred på vei opp, ingen tatt. ;57536
2015-03-08 ; ;Eid ;0 ; ;2 ;Bil ; ; ; ; ; ; ; ; ; ; ;To biler fast i skredmassene. Snøskred/flomskred. Ukjent antall. ;
2015-03-02 ;Voss ;Masfjorden ;0 ;Nestenulykke ;11 ;Bil ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;Fire biler med 11 truffet av vått flakskred. Lettere skader. ;54013
2015-02-17 ;Lyngsalpan ;Lyngen ;1 ; ;2 ;Ski ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;To på vei ned, en utløste et flakskred. ble begravd og døde. ;53125
2015-02-17 ; ;Sogndal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-16 ; ;Tromsø ;0 ; ;1 ;Buss ; ; ; ; ; ; ; ; ; ; ;Bussjåfør delvis tatt av skred. ;
2015-02-15 ; ;Tromsø ;0 ; ;1 ;Ingen ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-14 ; ;Tana ;0 ; ;1 ;Snøskuter ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-13 ; ;Tromsø ;0 ; ;3 ;Bil ; ; ; ; ; ; ; ; ; ; ;To trailere delvis tatt og en personbil tatt av skred. Detaljer og antall ukjent. ;
2015-02-11 ; ;Voss ;0 ; ;1 ;Brøyting ; ; ; ; ; ; ; ; ; ; ;Hjullaster med fres i arbeid. Skredet gikk på stengt vei. ;
2015-02-10 ; ;Nordreisa ;1 ; ;1 ;Snøskuter ; ; ; ; ; ; ; ; ; ; ;En skuterkjører tatt, begravd og drept i flakskred fjernutløst av forulykkede. ;
2015-02-09 ; ;Oppdal ;0 ; ;1 ;Tråkkemaskin ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-08 ; ;Voss ;0 ; ;1 ;Brøyting ; ; ; ; ; ; ; ; ; ; ;Brøytebil tatt av skred ved Skjelingavatnet. ;
2015-02-08 ; ;Sogndal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-08 ; ;Stranda ;0 ; ;1 ;Ski offpist ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-08 ; ;Sogndal ;0 ; ;1 ;Ski offpist ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-07 ;Lyngsalpan ;Lyngen ;0 ;Nestenulykke ;11 ;Ski ;3 ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;11 på tur utløste skred på vei ned. ;50314
2015-02-02 ; ;Kvam ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-02-01 ;Hemsedalfjella ;Hemsedal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløper falt og løste ut skred. Uskadd. Detaljer og antall ukjent. ;48956, 48834
2015-01-31 ; ;Sogndal ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Skiløper fjernutløste stort skred. Detaljer og antall ukjent. ;
2015-01-31 ;Alta ;Alta ;0 ;Påvirket ingenting ;2 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;To tatt i skred, uskadd. ;48734
2015-01-31 ;Jotunheimen ;Nord-Fron ;0 ;Påvirket ingenting ;1 ;Snøskuter ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Kantkornet snø over skarelag ; ; ; ;Skuter fjernutløste skred, men ble ikke tatt. ;48743
2015-01-29 ;Lyngsalpan ;Lyngen ;0 ;Påvirket ingenting ;2 ;Ski ;2 ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ;To fjernutløste skred i testheng, ingen tatt ;48467
2015-01-28 ; ;Tyin ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;
2015-01-28 ; ;Fauske ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ;Detaljer og antall ukjent. ;48605
2015-01-27 ;Tromsø ;Tromsø ;0 ; ;2 ;Ski ;2 ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket kantkornet snø ; ; ; ;To utløste skred i testheng, uskadd. ;48241
2015-01-24 ; ;Svalbard ;1 ; ;1 ;Snøskuter ; ; ; ; ; ; ; ; ; ; ;En skuterkjører tatt, begravd og drept i fjernutløst flakskred. ;
2015-01-20 ;Voss ;Samnanger ;0 ;Nestenulykke ;1 ;Ski offpist ;3 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;En tatt, uskadd. ;49023
2015-01-14 ; ;Stranda ;0 ; ;1 ;Brøyting ; ; ; ; ; ; ; ; ; ; ;Brøytebil truffet av skred. ;
2015-01-13 ; ;Sogndal ;0 ; ;1 ;Brøyting ; ; ; ; ; ; ; ; ; ; ;Brøytebil nær truffet av skred. ;
2015-01-13 ;Vesterålen ;Vesterålen ;0 ;Påvirket ingenting ;1 ;Ski ;2 ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Nysnø ;Tørre flakskred ;Dårlig binding mellom glatt skare og overliggende snø ; ; ; ;En utløste skred i testheng. Uskadd. ;46670
2015-01-10 ;Sogn ;Sogndal ;0 ;Påvirket ingenting ;1 ;Ski ;3 ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ; ; ; ; ; ; ;Detaljer og antall ukjent. ;49805
2015-01-03 ;Lyngsalpan ;Lyngen ;0 ; ;1 ;Ski ;2 ;Nysnø ;Tørre flakskred ;Nedføyket svakt lag med nysnø ;Vedvarende svakt lag ;Tørre flakskred ;Nedsnødd eller nedføyket overflaterim ; ; ; ;En utløste skredet, uskadd. ;44648
2015-01-03 ;Jotunheimen ;Vågå ;0 ;Nestenulykke ;2 ;Ski offpist ;2 ;Fokksnø ;Tørre flakskred ;Dårlig binding mellom lag i fokksnøen ; ; ; ; ; ; ;To utløste skred nær alpinanlegg. En ført med skredet på overflaten. ;44673
2014-12-26 ; ;Tromsø ;0 ; ;1 ;Ski ; ; ; ; ; ; ; ; ; ; ; ;
